"Geslacht";"Positie in de werkkring";"Persoonskenmerken";"Thuiswerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Werknemer";"01 Pedagogische beroepen";"Niet thuiswerken";"2022";"     231"
"Totaal mannen en vrouwen";"Werknemer";"01 Pedagogische beroepen";"Niet thuiswerken";"2023";"     253"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Totaal";"2021";"     105"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Totaal";"2022";"     112"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Totaal";"2023";"     108"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Meestal of soms thuiswerken";"2021";"      83"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Meestal of soms thuiswerken";"2022";"      88"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Meestal of soms thuiswerken";"2023";"      83"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Meestal thuiswerken";"2021";"      36"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Meestal thuiswerken";"2022";"      26"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Meestal thuiswerken";"2023";"      20"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Soms thuiswerken";"2021";"      47"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Soms thuiswerken";"2022";"      62"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Soms thuiswerken";"2023";"      63"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Niet thuiswerken";"2021";"      23"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Niet thuiswerken";"2022";"      24"
"Totaal mannen en vrouwen";"Werknemer";"02 Creatieve en taalkundige beroepen";"Niet thuiswerken";"2023";"      24"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Totaal";"2021";"     936"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Totaal";"2022";"     933"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Totaal";"2023";"     946"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Meestal of soms thuiswerken";"2021";"     405"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Meestal of soms thuiswerken";"2022";"     385"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Meestal of soms thuiswerken";"2023";"     390"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Meestal thuiswerken";"2021";"     178"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Meestal thuiswerken";"2022";"     116"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Meestal thuiswerken";"2023";"      90"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Soms thuiswerken";"2021";"     227"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Soms thuiswerken";"2022";"     269"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Soms thuiswerken";"2023";"     300"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Niet thuiswerken";"2021";"     530"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Niet thuiswerken";"2022";"     547"
"Totaal mannen en vrouwen";"Werknemer";"03 Commerciële beroepen";"Niet thuiswerken";"2023";"     557"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Totaal";"2021";"    1569"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Totaal";"2022";"    1606"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Totaal";"2023";"    1583"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Meestal of soms thuiswerken";"2021";"    1160"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Meestal of soms thuiswerken";"2022";"    1158"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Meestal of soms thuiswerken";"2023";"    1128"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Meestal thuiswerken";"2021";"     540"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Meestal thuiswerken";"2022";"     391"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Meestal thuiswerken";"2023";"     304"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Soms thuiswerken";"2021";"     620"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Soms thuiswerken";"2022";"     766"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Soms thuiswerken";"2023";"     824"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Niet thuiswerken";"2021";"     409"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Niet thuiswerken";"2022";"     448"
"Totaal mannen en vrouwen";"Werknemer";"04 Bedrijfseconomische en administrat...";"Niet thuiswerken";"2023";"     454"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Totaal";"2021";"     344"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Totaal";"2022";"     374"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Totaal";"2023";"     403"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Meestal of soms thuiswerken";"2021";"     285"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Meestal of soms thuiswerken";"2022";"     309"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Meestal of soms thuiswerken";"2023";"     329"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Meestal thuiswerken";"2021";"      71"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Meestal thuiswerken";"2022";"      49"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Meestal thuiswerken";"2023";"      40"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Soms thuiswerken";"2021";"     214"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Soms thuiswerken";"2022";"     260"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Soms thuiswerken";"2023";"     289"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Niet thuiswerken";"2021";"      60"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Niet thuiswerken";"2022";"      65"
"Totaal mannen en vrouwen";"Werknemer";"05 Managers";"Niet thuiswerken";"2023";"      74"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Totaal";"2021";"     296"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Totaal";"2022";"     292"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Totaal";"2023";"     304"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Meestal of soms thuiswerken";"2021";"     206"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Meestal of soms thuiswerken";"2022";"     201"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Meestal of soms thuiswerken";"2023";"     207"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Meestal thuiswerken";"2021";"      86"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Meestal thuiswerken";"2022";"      65"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Meestal thuiswerken";"2023";"      48"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Soms thuiswerken";"2021";"     120"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Soms thuiswerken";"2022";"     136"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Soms thuiswerken";"2023";"     158"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Niet thuiswerken";"2021";"      90"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Niet thuiswerken";"2022";"      91"
"Totaal mannen en vrouwen";"Werknemer";"06 Openbaar bestuur, veiligheid en ju...";"Niet thuiswerken";"2023";"      98"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Totaal";"2021";"    1016"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Totaal";"2022";"    1042"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Totaal";"2023";"    1068"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Meestal of soms thuiswerken";"2021";"     349"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Meestal of soms thuiswerken";"2022";"     366"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Meestal of soms thuiswerken";"2023";"     362"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Meestal thuiswerken";"2021";"     111"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Meestal thuiswerken";"2022";"      75"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Meestal thuiswerken";"2023";"      56"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Soms thuiswerken";"2021";"     239"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Soms thuiswerken";"2022";"     290"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Soms thuiswerken";"2023";"     306"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Niet thuiswerken";"2021";"     666"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Niet thuiswerken";"2022";"     677"
"Totaal mannen en vrouwen";"Werknemer";"07 Technische beroepen";"Niet thuiswerken";"2023";"     706"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Totaal";"2021";"     440"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Totaal";"2022";"     452"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Totaal";"2023";"     438"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Meestal of soms thuiswerken";"2021";"     404"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Meestal of soms thuiswerken";"2022";"     416"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Meestal of soms thuiswerken";"2023";"     398"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Meestal thuiswerken";"2021";"     231"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Meestal thuiswerken";"2022";"     202"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Meestal thuiswerken";"2023";"     166"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Soms thuiswerken";"2021";"     173"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Soms thuiswerken";"2022";"     214"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Soms thuiswerken";"2023";"     232"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Niet thuiswerken";"2021";"      36"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Niet thuiswerken";"2022";"      36"
"Totaal mannen en vrouwen";"Werknemer";"08 ICT beroepen";"Niet thuiswerken";"2023";"      40"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Totaal";"2021";"      98"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Totaal";"2022";"      92"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Totaal";"2023";"      94"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Meestal of soms thuiswerken";"2021";"      12"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Meestal of soms thuiswerken";"2022";"      13"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Meestal of soms thuiswerken";"2023";"      12"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Meestal thuiswerken";"2021";"       5"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Meestal thuiswerken";"2022";"       6"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Meestal thuiswerken";"2023";"       5"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Soms thuiswerken";"2021";"       8"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Soms thuiswerken";"2022";"       7"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Soms thuiswerken";"2023";"       7"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Niet thuiswerken";"2021";"      85"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Niet thuiswerken";"2022";"      79"
"Totaal mannen en vrouwen";"Werknemer";"09 Agrarische beroepen";"Niet thuiswerken";"2023";"      82"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Totaal";"2021";"    1147"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Totaal";"2022";"    1149"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Totaal";"2023";"    1220"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Meestal of soms thuiswerken";"2021";"     460"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Meestal of soms thuiswerken";"2022";"     457"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Meestal of soms thuiswerken";"2023";"     486"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Meestal thuiswerken";"2021";"      75"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Meestal thuiswerken";"2022";"      48"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Meestal thuiswerken";"2023";"      43"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Soms thuiswerken";"2021";"     385"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Soms thuiswerken";"2022";"     409"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Soms thuiswerken";"2023";"     443"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Niet thuiswerken";"2021";"     688"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Niet thuiswerken";"2022";"     692"
"Totaal mannen en vrouwen";"Werknemer";"10 Zorg en welzijn beroepen";"Niet thuiswerken";"2023";"     734"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Totaal";"2021";"     581"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Totaal";"2022";"     648"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Totaal";"2023";"     674"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Meestal of soms thuiswerken";"2021";"      50"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Meestal of soms thuiswerken";"2022";"      48"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Meestal of soms thuiswerken";"2023";"      48"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Meestal thuiswerken";"2021";"      11"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Meestal thuiswerken";"2022";"      11"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Meestal thuiswerken";"2023";"       9"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2021";"      39"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2022";"      37"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2023";"      39"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2021";"     530"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2022";"     601"
"Totaal mannen en vrouwen";"Werknemer";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2023";"     626"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Totaal";"2021";"     583"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Totaal";"2022";"     594"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Totaal";"2023";"     597"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2021";"      13"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2022";"      19"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2023";"      17"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2021";"       3"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2022";"       5"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2023";"       3"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2021";"      10"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2022";"      14"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2023";"      13"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2021";"     570"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2022";"     575"
"Totaal mannen en vrouwen";"Werknemer";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2023";"     580"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Totaal";"2021";"      96"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Totaal";"2022";"      80"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Totaal";"2023";"      88"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2021";"      29"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2022";"      23"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2023";"      20"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Meestal thuiswerken";"2021";"      13"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Meestal thuiswerken";"2022";"       9"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Meestal thuiswerken";"2023";"       8"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Soms thuiswerken";"2021";"      17"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Soms thuiswerken";"2022";"      14"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Soms thuiswerken";"2023";"      12"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Niet thuiswerken";"2021";"      67"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Niet thuiswerken";"2022";"      57"
"Totaal mannen en vrouwen";"Werknemer";"13 Beroepsklasse overig";"Niet thuiswerken";"2023";"      68"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Totaal";"2021";"    5230"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Totaal";"2022";"    5318"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Totaal";"2023";"    5416"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Meestal of soms thuiswerken";"2021";"    3012"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Meestal of soms thuiswerken";"2022";"    3038"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Meestal of soms thuiswerken";"2023";"    3051"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Meestal thuiswerken";"2021";"    1043"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Meestal thuiswerken";"2022";"     780"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Meestal thuiswerken";"2023";"     624"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Soms thuiswerken";"2021";"    1969"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Soms thuiswerken";"2022";"    2259"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Soms thuiswerken";"2023";"    2428"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Niet thuiswerken";"2021";"    2218"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Niet thuiswerken";"2022";"    2279"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Totaal personen";"Niet thuiswerken";"2023";"    2365"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Totaal";"2021";"     252"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Totaal";"2022";"     274"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Totaal";"2023";"     282"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2021";"      62"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2022";"      62"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2023";"      65"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2021";"      19"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2022";"      11"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2023";"      10"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2021";"      43"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2022";"      51"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2023";"      56"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2021";"     189"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2022";"     212"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2023";"     217"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Totaal";"2021";"    1135"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Totaal";"2022";"    1137"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Totaal";"2023";"    1147"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2021";"     683"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2022";"     660"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2023";"     668"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2021";"     256"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2022";"     182"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2023";"     135"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2021";"     427"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2022";"     478"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2023";"     533"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2021";"     452"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2022";"     478"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2023";"     479"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Totaal";"2021";"    1183"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Totaal";"2022";"    1220"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Totaal";"2023";"    1238"
"Totaal mannen en vrouwen";"Werknemer met vaste arbeidsrelatie";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2021";"     764"
