"Geslacht";"Thuiswerker";"Positie werkkring";"Persoonskenmerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2013";"     110"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2014";"     110"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2015";"     129"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2016";"     107"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2017";"     107"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2018";"     105"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2019";"     125"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2020";"     131"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2013";"     175"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2014";"     181"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2015";"     196"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2016";"     173"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2017";"     179"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2018";"     174"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2019";"     188"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2020";"     204"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2013";"      65"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2014";"      71"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2015";"      67"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2016";"      66"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2017";"      72"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2018";"      69"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2019";"      63"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2020";"      74"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2013";"     255"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2014";"     282"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2015";"     270"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2016";"     286"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2017";"     313"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2018";"     320"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2019";"     339"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2020";"     470"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2013";"     631"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2014";"     633"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2015";"     676"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2016";"     686"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2017";"     713"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2018";"     747"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2019";"     753"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Arbeidsduur: voltijd";"2020";"     932"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2013";"     122"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2014";"     119"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2015";"     128"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2016";"     130"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2017";"     121"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2018";"     123"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2019";"     109"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 1 laag";"2020";"     122"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2013";"     367"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2014";"     366"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2015";"     372"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2016";"     355"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2017";"     390"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2018";"     385"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2019";"     403"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2020";"     456"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2013";"     561"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2014";"     608"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2015";"     638"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2016";"     652"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2017";"     689"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2018";"     729"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2019";"     757"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: 3 hoog";"2020";"    1015"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2013";"      11"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2014";"       3"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2015";"       4"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2016";"       9"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2017";"       6"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2018";"       4"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2019";"      11"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2020";"      13"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2013";"      50"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2014";"      49"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2015";"      52"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2016";"      50"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2017";"      53"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2018";"      55"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2019";"      66"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 15 tot 25 jaar";"2020";"      78"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2013";"     476"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2014";"     471"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2015";"     487"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2016";"     482"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2017";"     494"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2018";"     502"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2019";"     521"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 45 jaar";"2020";"     702"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2013";"     198"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2014";"     188"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2015";"     206"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2016";"     209"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2017";"     232"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2018";"     230"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2019";"     241"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 25 tot 35 jaar";"2020";"     349"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2013";"     277"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2014";"     283"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2015";"     282"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2016";"     273"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2017";"     262"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2018";"     273"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2019";"     280"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 35 tot 45 jaar";"2020";"     354"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2013";"     286"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2014";"     316"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2015";"     330"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2016";"     340"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2017";"     348"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2018";"     360"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2019";"     359"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 55 jaar";"2020";"     417"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2013";"     534"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2014";"     576"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2015";"     602"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2016";"     613"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2017";"     659"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2018";"     684"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2019";"     693"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 45 tot 75 jaar";"2020";"     826"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2013";"     197"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2014";"     204"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2015";"     219"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2016";"     218"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2017";"     243"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2018";"     265"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2019";"     267"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 55 tot 65 jaar";"2020";"     327"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2013";"      51"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2014";"      55"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2015";"      53"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2016";"      55"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2017";"      69"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2018";"      59"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2019";"      67"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Leeftijd: 65 tot 75 jaar";"2020";"      82"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2013";"     165"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2014";"     174"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2015";"     179"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2016";"     194"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2017";"     185"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2018";"     201"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2019";"     216"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: alleenstaande";"2020";"     288"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2013";"     517"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2014";"     552"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2015";"     554"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2016";"     568"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2017";"     603"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2018";"     603"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2019";"     629"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder";"2020";"     768"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2013";"      34"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2014";"      42"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2015";"      43"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2016";"      48"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2017";"      43"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2018";"      52"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2019";"      49"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2020";"      72"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2013";"     807"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2014";"     827"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2015";"     862"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2016";"     843"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2017";"     922"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2018";"     921"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2019";"     944"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar";"2020";"    1149"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2013";"     483"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2014";"     510"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2015";"     511"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2016";"     520"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2017";"     560"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2018";"     551"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2019";"     580"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar met kind";"2020";"     695"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2013";"     324"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2014";"     316"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2015";"     351"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2016";"     323"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2017";"     362"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2018";"     370"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2019";"     364"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2020";"     453"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2013";"      36"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2014";"      36"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2015";"      36"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2016";"      36"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2017";"      37"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2018";"      39"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2019";"      47"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind";"2020";"      64"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2013";"      28"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2014";"      27"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2015";"      27"
"Totaal mannen en vrouwen";"Thuiswerker die gewoonlijk thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2016";"      29"
